,description,isco_08_4dg,rti_mihaylov_2019,isco_08_3dg,isco_08_2dg,isco_88_3dg,isco_88_2dg,rti_isco_88_2dg_mahutga_2018,ofs_isco_88_2dg_mahutga_2018,ss_isco_88_2dg_pp_x_2019,oesch_class_num,oesch_class_chr16,oesch_class_chr8,greenness,brownness,brown_dummy,greenness_title,greenness_source,brownness_source,brown_dummy_source,greenness_original,brownness_original,greenness_imputed,brownness_imputed
337,"Bakers, pastry-cooks and confectionery makers",7512,0.25,751,75,741,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,0.6388889,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.6388889,TRUE,TRUE
338,Dairy products makers,7513,1,751,75,741,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0,1,1,Dairy-products makers,observed,observed,observed,0,1,FALSE,FALSE
339,"Fruit, vegetable and related preservers",7514,0.6,751,75,741,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,0.6388889,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.6388889,TRUE,TRUE
340,Food and beverage tasters and graders,7515,0.6,751,75,741,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,0.6388889,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.6388889,TRUE,TRUE
341,Tobacco preparers and tobacco products makers,7516,1,751,75,741,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0,0.6666667,1,Tobacco preparers and tobacco products makers,observed,observed,observed,0,0.6666667,FALSE,FALSE
342,Wood treaters,7521,0.25,752,75,712,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0,1,1,Wood treaters,observed,observed,observed,0,1,FALSE,FALSE
343,Cabinet-makers and related workers,7522,0,752,75,742,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
344,Woodworking machine tool setters and operators,7523,0.1428571,752,75,712,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0,1,1,Woodworking-machine tool setters and operators,observed,observed,observed,0,1,FALSE,FALSE
345,"Tailors, dressmakers, furriers and hatters",7531,-0.8333334,753,75,743,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,0.5555555,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.5555555,TRUE,TRUE
346,Garment and related patternmakers and cutters,7532,0.2307692,753,75,743,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0,0.3333333,1,Garment and related pattern-makers and cutters,observed,observed,observed,0,0.3333333,FALSE,FALSE
347,"Sewing, embroidery and related workers",7533,-0.8333334,753,75,743,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0,0.3333333,1,"Sewing, embroidery and related workers",observed,observed,observed,0,0.3333333,FALSE,FALSE
348,Upholsterers and related workers,7534,-0.5,753,75,743,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0,1,1,Upholsterers and related workers,observed,observed,observed,0,1,FALSE,FALSE
349,"Pelt dressers, tanners and fellmongers",7535,1,753,75,743,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,0.5555555,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.5555555,TRUE,TRUE
350,Shoemakers and related workers,7536,-0.5714285,753,75,744,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,0.5555555,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.5555555,TRUE,TRUE
351,Underwater divers,7541,-0.8333334,754,75,615,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,0.0306828,0.5,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0306828,0.5,TRUE,TRUE
352,Shotfirers and blasters,7542,-0.1428572,754,75,711,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0,1,1,Shotfirers and blasters,observed,observed,observed,0,1,FALSE,FALSE
353,Product graders and testers (excluding foods and beverages),7543,0.2,754,75,315,31,-0.288254758479447,0.0758717807130387,1.30040163462812,7,Skilled crafts workers,Production workers,0.0613655,0,0,Product graders and testers (excluding foods and beverages),observed,observed,observed,0.0613655,0,FALSE,FALSE
354,Fumigators and other pest and weed controllers,7544,-0.7142857,754,75,714,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.0306828,0.5,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0306828,0.5,TRUE,TRUE
355,Craft and related workers not elsewhere classified,7549,1,754,75,700,70,NA,NA,1.15017397798922,7,Skilled crafts workers,Production workers,0.0306828,0.5,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0306828,0.5,TRUE,TRUE
356,Miners and quarriers,8111,0.5555556,811,81,811,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Miners and quarriers,observed,observed,observed,0,1,FALSE,FALSE
357,Mineral and stone processing plant operators,8112,0.8181819,811,81,811,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Mineral and stone processing plant operators,observed,observed,observed,0,1,FALSE,FALSE
358,Well drillers and borers and related workers,8113,-0.2,811,81,811,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0.0083476,1,1,Well drillers and borers and related workers,observed,observed,observed,0.0083476,1,FALSE,FALSE
359,"Cement, stone and other mineral products machine operators",8114,0.8333333,811,81,821,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0,1,1,"Cement, stone and other mineral products machine operators",observed,observed,observed,0,1,FALSE,FALSE
360,Metal processing plant operators,8121,0.7777778,812,81,812,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Metal processing plant operators,observed,observed,observed,0,1,FALSE,FALSE
361,"Metal finishing, plating and coating machine operators",8122,1,812,81,722,72,0.581736296768856,-0.250595177328247,1.36839756849417,8,Low-skilled production workers,Production workers,0,1,1,"Metal finishing, plating and coating machine operators",observed,observed,observed,0,1,FALSE,FALSE
362,Chemical products plant and machine operators,8131,0.6666667,813,81,815,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Chemical products plant and machine operators,observed,observed,observed,0,1,FALSE,FALSE
363,Photographic products machine operators,8132,0.7777778,813,81,822,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
364,Rubber products machine operators,8141,0.6666667,814,81,815,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Rubber products machine operators,observed,observed,observed,0,1,FALSE,FALSE
365,Plastic products machine operators,8142,0.75,814,81,815,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,0.5833333,1,Plastic products machine operators,observed,observed,observed,0,0.5833333,FALSE,FALSE
366,Paper products machine operators,8143,1,814,81,815,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Paper products machine operators,observed,observed,observed,0,1,FALSE,FALSE
367,"Fibre preparing, spinning and winding machine operators",8151,1,815,81,826,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0,1,1,"Fibre preparing, spinning and winding machine operators",observed,observed,observed,0,1,FALSE,FALSE
368,Weaving and knitting machine operators,8152,0.6923077,815,81,826,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0,1,1,Weaving and knitting machine operators,observed,observed,observed,0,1,FALSE,FALSE
369,Sewing machine operators,8153,0.75,815,81,826,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
370,"Bleaching, dyeing and fabric cleaning machine operators",8154,0.8461539,815,81,743,74,1.36618646513748,1.42134924754563,1.27750871000668,8,Low-skilled production workers,Production workers,0,1,1,"Bleaching, dyeing and fabric cleaning machine operators",observed,observed,observed,0,1,FALSE,FALSE
371,Fur and leather preparing machine operators,8155,0.8181819,815,81,826,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
372,Shoemaking and related machine operators,8156,1,815,81,826,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
373,Laundry machine operators,8157,0.1111111,815,81,826,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
374,"Textile, fur and leather products machine operators not elsewhere classified",8159,1,815,81,826,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
375,Food and related products machine operators,8160,1,816,81,827,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0,1,1,Food and related products machine operators,observed,observed,observed,0,1,FALSE,FALSE
376,Pulp and papermaking plant operators,8171,0.4,817,81,814,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Pulp and papermaking plant operators,observed,observed,observed,0,1,FALSE,FALSE
377,Wood processing plant operators,8172,0.6,817,81,814,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Wood processing plant operators,observed,observed,observed,0,1,FALSE,FALSE
378,Glass and ceramics plant operators,8181,1,818,81,813,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0,1,1,Glass and ceramics plant operators,observed,observed,observed,0,1,FALSE,FALSE
379,Steam engine and boiler operators,8182,0.4,818,81,816,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0.0,0.8333333,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.8333333,TRUE,TRUE
380,"Packing, bottling and labelling machine operators",8183,1,818,81,829,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0,1,1,"Packing, bottling and labelling machine operators",observed,observed,observed,0,1,FALSE,FALSE
381,Mechanical machinery assemblers,8211,1,821,82,828,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0647683,0,0,Mechanical machinery assemblers,observed,observed,observed,0.0647683,0,FALSE,FALSE
382,Electrical and electronic equipment assemblers,8212,1,821,82,828,82,0.623629074347647,2.63179833249947,2.05127077271529,8,Low-skilled production workers,Production workers,0.0647683,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0647683,0.0,TRUE,TRUE
383,Assemblers not elsewhere classified,8219,1,821,82,723,72,0.581736296768856,-0.250595177328247,1.36839756849417,8,Low-skilled production workers,Production workers,0.0647683,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0647683,0.0,TRUE,TRUE
384,Locomotive engine drivers,8311,-1,831,83,831,83,-1.39680562410655,-0.828081073890614,2.2023261827133,7,Skilled crafts workers,Production workers,1,0,0,Locomotive engine drivers,observed,observed,observed,1,0,FALSE,FALSE
385,"Railway brake, signal and switch operators",8312,-0.2,831,83,831,83,-1.39680562410655,-0.828081073890614,2.2023261827133,7,Skilled crafts workers,Production workers,1,0,0,"dummy Railway brake, signal and switch operators",observed,observed,observed,1,0,FALSE,FALSE
386,Motorcycle drivers,8321,-0.6,832,83,832,83,-1.39680562410655,-0.828081073890614,2.2023261827133,8,Low-skilled production workers,Production workers,0.5775403,0.0857143,0,,imputed_2dg,imputed_2dg,computed_from_brownness,0.5775403,0.0857143,TRUE,TRUE
387,"Car, taxi and van drivers",8322,-0.25,832,83,832,83,-1.39680562410655,-0.828081073890614,2.2023261827133,16,Low-skilled service workers,Service workers,0.5775403,0.0857143,0,,imputed_2dg,imputed_2dg,computed_from_brownness,0.5775403,0.0857143,TRUE,TRUE
388,Bus and tram drivers,8331,-0.7142857,833,83,832,83,-1.39680562410655,-0.828081073890614,2.2023261827133,15,Skilled service workers,Service workers,1,0,0,Bus and tram drivers,observed,observed,observed,1,0,FALSE,FALSE
389,Heavy truck and lorry drivers,8332,0.1428572,833,83,832,83,-1.39680562410655,-0.828081073890614,2.2023261827133,7,Skilled crafts workers,Production workers,0.0427818,0,0,Heavy truck and lorry drivers,observed,observed,observed,0.0427818,0,FALSE,FALSE
390,Mobile farm and forestry plant operators,8341,-1,834,83,833,83,-1.39680562410655,-0.828081073890614,2.2023261827133,8,Low-skilled production workers,Production workers,1,0,0,Mobile farm and forestry plant operators,observed,observed,observed,1,0,FALSE,FALSE
391,Earthmoving and related plant operators,8342,-1,834,83,833,83,-1.39680562410655,-0.828081073890614,2.2023261827133,7,Skilled crafts workers,Production workers,0,0.4,1,Earthmoving and related plant operators,observed,observed,observed,0,0.4,FALSE,FALSE
392,"Crane, hoist and related plant operators",8343,-1,834,83,833,83,-1.39680562410655,-0.828081073890614,2.2023261827133,7,Skilled crafts workers,Production workers,0,0.2,0,"Crane, hoist and related plant operators",observed,observed,observed,0,0.2,FALSE,FALSE
393,Lifting truck operators,8344,-0.6,834,83,833,83,-1.39680562410655,-0.828081073890614,2.2023261827133,7,Skilled crafts workers,Production workers,0.3333333,0.2,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.3333333,0.2,TRUE,TRUE
394,Ships' deck crews and related workers,8350,-1,835,83,834,83,-1.39680562410655,-0.828081073890614,2.2023261827133,8,Low-skilled production workers,Production workers,0.5775403,0.0857143,0,,imputed_2dg,imputed_2dg,computed_from_brownness,0.5775403,0.0857143,TRUE,TRUE
395,Domestic cleaners and helpers,9111,-1,911,91,913,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,0.0,1.0,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
396,"Cleaners and helpers in offices, hotels and other establishments",9112,-1,911,91,913,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,0.0,1.0,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
397,Hand launderers and pressers,9121,-1,912,91,913,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
398,Vehicle cleaners,9122,-1,912,91,614,61,0.108635999204958,-0.830886818066944,1.10102127787543,16,Low-skilled service workers,Service workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
399,Window cleaners,9123,-1,912,91,614,61,0.108635999204958,-0.830886818066944,1.10102127787543,16,Low-skilled service workers,Service workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
400,Other cleaning workers,9129,-1,912,91,614,61,0.108635999204958,-0.830886818066944,1.10102127787543,16,Low-skilled service workers,Service workers,0,1,1,Other cleaning workers,observed,observed,observed,0,1,FALSE,FALSE
401,Crop farm labourers,9211,-0.75,921,92,921,92,0.380368500947952,-0.840810000896454,0.422369181168344,8,Low-skilled production workers,Production workers,0.5,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.5,0.0,TRUE,TRUE
402,Livestock farm labourers,9212,-0.4545455,921,92,612,61,0.108635999204958,-0.830886818066944,1.10102127787543,8,Low-skilled production workers,Production workers,0.5,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.5,0.0,TRUE,TRUE
403,Mixed crop and livestock farm labourers,9213,-0.5384616,921,92,613,61,0.108635999204958,-0.830886818066944,1.10102127787543,8,Low-skilled production workers,Production workers,0.5,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.5,0.0,TRUE,TRUE
404,Garden and horticultural labourers,9214,-0.8,921,92,611,61,0.108635999204958,-0.830886818066944,1.10102127787543,8,Low-skilled production workers,Production workers,0,0,0,Garden and horticultural labourers,observed,observed,observed,0,0,FALSE,FALSE
405,Forestry labourers,9215,-1,921,92,614,61,0.108635999204958,-0.830886818066944,1.10102127787543,8,Low-skilled production workers,Production workers,1,0,0,Forestry labourers,observed,observed,observed,1,0,FALSE,FALSE
406,Fishery and aquaculture labourers,9216,-0.7142857,921,92,615,61,0.108635999204958,-0.830886818066944,1.10102127787543,8,Low-skilled production workers,Production workers,0.5,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.5,0.0,TRUE,TRUE
407,Mining and quarrying labourers,9311,-1,931,93,931,93,0.570989961353057,-0.48375061808192,0.503934665933281,8,Low-skilled production workers,Production workers,0,1,1,Mining and quarrying labourers,observed,observed,observed,0,1,FALSE,FALSE
408,Civil engineering labourers,9312,-1,931,93,931,93,0.570989961353057,-0.48375061808192,0.503934665933281,8,Low-skilled production workers,Production workers,0.0131728,0.5,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0131728,0.5,TRUE,TRUE
409,Building construction labourers,9313,-1,931,93,713,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,8,Low-skilled production workers,Production workers,0.0263455,0,0,Building construction labourers,observed,observed,observed,0.0263455,0,FALSE,FALSE
410,Hand packers,9321,1,932,93,932,93,0.570989961353057,-0.48375061808192,0.503934665933281,8,Low-skilled production workers,Production workers,0.25,0.25,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.25,0.25,TRUE,TRUE
411,Manufacturing labourers not elsewhere classified,9329,0.2,932,93,815,81,0.447955496292165,1.87067691791565,1.99967559976445,8,Low-skilled production workers,Production workers,0.25,0.25,0,Manufacturing labourers n.e.c.,observed,observed,observed,0.25,0.25,FALSE,FALSE
412,Hand and pedal vehicle drivers,9331,-0.6,933,93,933,93,0.570989961353057,-0.48375061808192,0.503934665933281,8,Low-skilled production workers,Production workers,0.0921152,0.4166667,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0921152,0.4166667,TRUE,TRUE
413,Drivers of animal-drawn vehicles and machinery,9332,-0.7777778,933,93,933,93,0.570989961353057,-0.48375061808192,0.503934665933281,8,Low-skilled production workers,Production workers,0.0921152,0.4166667,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0921152,0.4166667,TRUE,TRUE
414,Freight handlers,9333,-0.3333333,933,93,933,93,0.570989961353057,-0.48375061808192,0.503934665933281,8,Low-skilled production workers,Production workers,0.0921152,0.4166667,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0921152,0.4166667,TRUE,TRUE
415,Shelf fillers,9334,-1,933,93,933,93,0.570989961353057,-0.48375061808192,0.503934665933281,8,Low-skilled production workers,Production workers,0.0921152,0.4166667,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0921152,0.4166667,TRUE,TRUE
416,Fast food preparers,9411,-0.5555556,941,94,512,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
417,Kitchen helpers,9412,-1,941,94,512,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
418,Street and related services workers,9510,-0.75,951,95,912,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
419,Street vendors (excluding food),9520,-0.6666667,952,95,911,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
420,Garbage and recycling collectors,9611,-1,961,96,913,91,0.143970046535782,-0.632911362155624,0.534917983379109,8,Low-skilled production workers,Production workers,0.5,0,0,dummy Garbage and recycling collectors,observed,observed,observed,0.5,0,FALSE,FALSE
421,Refuse sorters,9612,-0.6666667,961,96,916,91,0.143970046535782,-0.632911362155624,0.534917983379109,8,Low-skilled production workers,Production workers,1,0,0,Refuse sorters,observed,observed,observed,1,0,FALSE,FALSE
422,Sweepers and related labourers,9613,-1,961,96,916,91,0.143970046535782,-0.632911362155624,0.534917983379109,8,Low-skilled production workers,Production workers,0.75,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.75,0.0,TRUE,TRUE
423,"Messengers, package deliverers and luggage porters",9621,-0.3333333,962,96,915,91,0.143970046535782,-0.632911362155624,0.534917983379109,12,Low-skilled clerks,Clerks,0.065,0.25,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.065,0.25,TRUE,TRUE
424,Odd-job persons,9622,-1,962,96,916,91,0.143970046535782,-0.632911362155624,0.534917983379109,8,Low-skilled production workers,Production workers,0.13,0,0,Odd job persons,observed,observed,observed,0.13,0,FALSE,FALSE
425,Meter readers and vending-machine collectors,9623,-0.1428572,962,96,915,91,0.143970046535782,-0.632911362155624,0.534917983379109,8,Low-skilled production workers,Production workers,0,0.5,1,Meter readers and vending-machine collectors,observed,observed,observed,0,0.5,FALSE,FALSE
426,Water and firewood collectors,9624,-1,962,96,916,91,0.143970046535782,-0.632911362155624,0.534917983379109,8,Low-skilled production workers,Production workers,0.065,0.25,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.065,0.25,TRUE,TRUE
427,Elementary workers not elsewhere classified,9629,-0.7777778,962,96,700,70,NA,NA,1.15017397798922,8,Low-skilled production workers,Production workers,0.065,0.25,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.065,0.25,TRUE,TRUE
,Stationary plant and machine operators not elsewhere classified,8189,,818,81,,,,,,,,,0,0.5,1,Stationary plant and machine operators n.e.c.,observed,observed,observed,0,0.5,FALSE,FALSE
